Fuente;N_charac;N_w;N_dcw;N_cw;N_lfw;N_rw;N_s;N_cs;LDI;ILFW;LC;SSR;ASL;CS;SCI;ARI;PM;MTLD;BLOQUE;CCONJ;SCONJ;PROPN;PRON;NOUN;VERB;ADP;AUX;DET;ADV;ADJ
CNT - Tramites - TEXTO 0143 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;464;77;52;38;17;44;2;1;26;44,73684211;35,36842105;273,5465;38,5;0,5;19,5;26,20233766;5;14,36517587;CNT;5;2;12;4;12;6;13;3;13;2;5
CNT - Tramites - TEXTO 0144 COMUNICADOS.txt;428;73;61;39;12;38;3;2;20,33333333;30,76923077;25,55128205;233,8701416;24,33333333;0,666666667;12,5;18,35146119;7;14,58736679;CNT;2;3;1;4;17;7;11;3;11;6;8
CNT - Tramites - TEXTO 0144 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;615;121;58;61;10;52;1;1;58;16,39344262;37,19672131;359,2807355;121;1;61;63,0092562;10;13,24520939;CNT;4;3;7;6;32;6;32;2;14;0;15
CNT - Tramites - TEXTO 0145 COMUNICADOS.txt;408;72;56;40;4;34;1;1;56;10;33;294,5313333;72;1;36,5;41,26;8;13,27130636;CNT;2;5;1;3;18;12;8;2;11;3;7
CNT - Tramites - TEXTO 0145 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;614;117;66;61;17;60;3;2;22;27,86885246;24,93442623;254,9048462;39;0,666666667;19,83333333;22,7874359;9;12,9838823;CNT;9;1;15;5;27;10;25;4;13;3;5
CNT - Tramites - TEXTO 0146 COMUNICADOS.txt;338;61;46;39;17;34;2;0;23;43,58974359;33,29487179;256,0122049;30,5;0;15,25;19,91803279;11;14,72962963;CNT;2;0;25;1;8;4;11;0;7;0;3
CNT - Tramites - TEXTO 0146 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;291;52;39;26;6;23;1;1;39;23,07692308;31,03846154;252,4256923;52;1;26,5;30,92788462;3;15,01146789;CNT;2;1;10;3;9;3;10;1;8;1;4
CNT - Tramites - TEXTO 0147 COMUNICADOS.txt;467;79;58;47;15;51;2;0;29;31,91489362;30,45744681;299,7555;39,5;0;19,75;26,16265823;8;13,98312282;CNT;2;3;9;4;21;6;13;2;9;1;9
CNT - Tramites - TEXTO 0147 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;336;56;42;33;6;28;1;0;42;18,18181818;30,09090909;278,004;56;0;28;34,83;3;13,7685474;CNT;3;0;10;2;12;4;11;0;7;0;7
CNT - Tramites - TEXTO 0148 COMUNICADOS.txt;266;53;41;27;6;25;2;1;20,5;22,22222222;21,36111111;221,147934;26,5;0,5;13,5;15,45886792;5;12,65987916;CNT;3;2;1;0;15;5;11;2;9;1;4
CNT - Tramites - TEXTO 0148 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;446;81;46;42;5;41;1;1;46;11,9047619;28,95238095;320,2771481;81;1;41;45,00407407;6;14,0816069;CNT;7;0;28;6;8;3;16;1;10;0;2
CNT - Tramites - TEXTO 0149 COMUNICADOS.txt;360;60;50;35;10;32;2;1;25;28,57142857;26,78571429;247,23;30;0,5;15,25;21,83;7;13,22566857;CNT;1;1;12;0;13;7;12;0;10;1;3
CNT - Tramites - TEXTO 0149 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;335;61;40;34;10;29;3;2;13,33333333;29,41176471;21,37254902;212,4573169;20,33333333;0,666666667;10,5;14,60306011;5;12,82311828;CNT;0;0;9;5;8;9;10;5;9;2;4
CNT - Tramites - TEXTO 0150 COMUNICADOS.txt;329;57;45;31;12;31;2;0;22,5;38,70967742;30,60483871;248,3091316;28,5;0;14,25;20,00578947;4;14,1260904;CNT;2;3;2;2;15;9;12;1;5;2;4
CNT - Tramites - TEXTO 0150 NORMA QUE REGULA EL EMPADRONAMIENTO DE SERVICIO MOVIL AVANZADO.txt;307;49;39;30;7;24;1;0;39;23,33333333;31,16666667;263,3552857;49;0;24,5;32,57959184;2;13,61538462;CNT;0;0;5;1;8;3;11;2;8;0;11
Municipio - Tramites - TEXTO 0001 IMPUESTOS PREDIALES.txt;244;43;33;26;7;24;2;2;16,5;26,92307692;21,71153846;241,7841977;21,5;1;11,25;16,04651163;4;15,70026381;Municipio;0;0;10;1;7;4;10;1;6;0;4
Municipio - Tramites - TEXTO 0001 PROCESO DE CONTRATACION.txt;283;52;38;27;12;26;2;1;19;44,44444444;31,72222222;229,734;26;0,5;13,25;17,20326923;9;12,69916667;Municipio;0;1;13;2;10;3;16;0;5;0;2
Municipio - Tramites - TEXTO 0002 IMPUESTOS PREDIALES.txt;328;65;45;34;10;35;3;0;15;29,41176471;22,20588235;235,5232051;21,66666667;0;10,83333333;13,17071795;9;13,3023399;Municipio;4;2;7;2;11;4;9;4;14;1;7
Municipio - Tramites - TEXTO 0002 PROCESO DE CONTRATACION.txt;202;36;30;18;5;20;1;1;30;27,77777778;28,88888889;264,2573333;36;1;18,5;22,99833333;3;13,05555556;Municipio;1;1;3;2;8;5;9;0;5;0;2
Municipio - Tramites - TEXTO 0003 PROCESO DE CONTRATACION.txt;200;38;26;18;7;18;1;1;26;38,88888889;32,44444444;240,3104211;38;1;19,5;22,35947368;5;12,45850812;Municipio;0;0;4;2;10;2;12;0;6;0;2
Municipio - Tramites - TEXTO 0003 TRAMITE PARA EL USO DEL SUELO.txt;211;39;30;22;6;17;2;2;15;27,27272727;21,13636364;198,0062692;19,5;1;10,25;13,80230769;4;13,82687534;Municipio;0;0;10;0;6;4;10;1;6;0;2
Municipio - Tramites - TEXTO 0004 CODIGO MUNICIPAL.txt;236;36;32;19;9;21;1;1;32;47,36842105;39,68421053;273,474;36;1;18,5;27,44666667;6;13,63952022;Municipio;1;1;4;2;6;4;4;2;4;4;4
Municipio - Tramites - TEXTO 0004 TRAMITE PARA EL USO DEL SUELO.txt;250;50;39;25;5;21;2;0;19,5;20;19,75;201,581;25;0;12,5;14,62;5;13,35092132;Municipio;0;0;3;3;14;3;10;0;11;1;5
Municipio - Tramites - TEXTO 0005 CODIGO MUNICIPAL.txt;183;31;27;17;5;13;1;1;27;29,41176471;28,20588235;211,0209355;31;1;16;21,87419355;2;15,14285714;Municipio;3;0;4;1;5;3;6;1;4;0;4
Municipio - Tramites - TEXTO 0005 TRAMITE PARA EL USO DEL SUELO.txt;228;42;31;22;6;16;1;0;31;27,27272727;29,13636364;215,978;42;0;21;25,13857143;3;14,16086171;Municipio;1;0;13;1;4;2;11;0;7;0;3
Municipio - Tramites - TEXTO 0006 CODIGO MUNICIPAL.txt;134;25;24;12;3;11;1;0;24;25;24,5;208,217;25;0;12,5;16,3156;2;15,175918;Municipio;1;0;4;2;5;1;5;0;5;0;2
Municipio - Tramites - TEXTO 0006 TRAMITE PARA EL USO DEL SUELO.txt;139;24;24;15;3;12;1;1;24;20;22;226,516;24;1;12,5;17,84875;2;12,88275395;Municipio;1;0;2;1;5;1;5;1;2;0;6
Municipio - Tramites - TEXTO 0007 CODIGO MUNICIPAL.txt;149;33;29;20;7;17;2;1;14,5;35;24,75;219,4757727;16,5;0,5;8,5;8,086363636;6;14,09887259;Municipio;1;0;6;1;6;2;7;2;4;0;4
Municipio - Tramites - TEXTO 0007 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;268;46;37;24;5;21;1;0;37;20,83333333;28,91666667;247,487913;46;0;23;29,01086957;4;13,47826087;Municipio;2;1;5;1;12;0;13;1;5;1;5
Municipio - Tramites - TEXTO 0008 CODIGO MUNICIPAL.txt;191;40;35;19;8;20;1;0;35;42,10526316;38,55263158;252,26;40;0;20;21,06025;3;12,646329;Municipio;2;0;2;3;9;2;10;0;4;0;6
Municipio - Tramites - TEXTO 0008 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;323;51;36;28;15;29;1;1;36;53,57142857;44,78571429;292,7295882;51;1;26;33,9;5;14,48917431;Municipio;3;0;17;3;7;2;9;0;8;0;2
Municipio - Tramites - TEXTO 0009 CODIGO MUNICIPAL.txt;265;51;38;25;11;26;1;0;38;44;41;273,2119412;51;0;25,5;28,54352941;3;13,85474918;Municipio;2;0;6;3;11;2;10;0;10;1;5
Municipio - Tramites - TEXTO 0009 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;461;79;54;39;10;39;2;1;27;25,64102564;26,32051282;249,3555;39,5;0,5;20;25,80493671;8;13,64102564;Municipio;1;0;5;4;19;5;20;1;13;3;8
Municipio - Tramites - TEXTO 0010 CODIGO MUNICIPAL.txt;158;26;24;15;5;12;1;0;24;33,33333333;28,66666667;216,9724615;26;0;13;20,19230769;3;12,88866843;Municipio;2;0;4;0;7;2;4;0;5;0;2
Municipio - Tramites - TEXTO 0010 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;325;59;41;29;7;31;1;0;41;24,13793103;32,56896552;291,2665932;59;0;29,5;34,01491525;6;13,02546559;Municipio;4;0;4;3;15;4;11;0;12;0;6
Municipio - Tramites - TEXTO 0011 CODIGO MUNICIPAL.txt;232;33;33;21;6;22;1;0;33;28,57142857;30,78571429;296,297;33;0;16,5;28,18272727;5;13,34210526;Municipio;1;1;1;0;8;3;4;1;5;1;8
Municipio - Tramites - TEXTO 0011 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;281;52;41;27;8;25;1;1;41;29,62962963;35,31481481;265,1872308;52;1;26,5;30,02211538;4;14,69867026;Municipio;2;3;11;2;7;3;12;2;5;1;4
Municipio - Tramites - TEXTO 0012 CODIGO MUNICIPAL.txt;167;28;23;15;8;15;1;0;23;53,33333333;38,16666667;244,802;28;0;14;20,66178571;3;13,23679525;Municipio;2;1;1;1;10;2;3;0;4;2;2
Municipio - Tramites - TEXTO 0012 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;241;38;34;22;12;21;1;0;34;54,54545455;44,27272727;266,5051579;38;0;19;27,44131579;8;13,58000596;Municipio;2;0;8;2;9;2;7;0;4;0;4
Municipio - Tramites - TEXTO 0013 CODIGO MUNICIPAL.txt;185;29;25;13;7;15;1;0;25;53,84615385;39,42307692;240,2816897;29;0;14,5;23,11655172;2;14,11375808;Municipio;4;1;4;1;6;2;2;0;5;3;1
Municipio - Tramites - TEXTO 0013 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;307;55;40;27;10;27;1;0;40;37,03703704;38,51851852;273,3786364;55;0;27,5;32,36036364;2;13,74207873;Municipio;3;1;6;4;12;3;11;0;8;1;6
Municipio - Tramites - TEXTO 0014 CODIGO MUNICIPAL.txt;254;45;36;24;10;21;2;2;18;41,66666667;29,83333333;213,0425;22,5;1;11,75;16,40533333;3;13,51518215;Municipio;2;0;6;2;7;5;8;3;6;2;3
Municipio - Tramites - TEXTO 0014 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;305;52;40;29;9;24;1;0;40;31,03448276;35,51724138;258,8064615;52;0;26;32,19596154;10;13,37769231;Municipio;2;0;8;3;12;3;12;0;4;2;6
Municipio - Tramites - TEXTO 0015 CODIGO MUNICIPAL.txt;150;20;20;13;4;13;1;0;20;30,76923077;25,38461538;269,85;20;0;10;23,895;3;14,584297;Municipio;1;0;3;0;6;1;4;0;2;0;3
Municipio - Tramites - TEXTO 0015 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;264;45;31;22;7;21;1;0;31;31,81818182;31,40909091;249,245;45;0;22,5;28,702;2;12,75402115;Municipio;1;0;3;1;11;2;12;0;8;1;6
Municipio - Tramites - TEXTO 0016 CODIGO MUNICIPAL.txt;202;41;36;22;4;21;1;0;36;18,18181818;27,09090909;257,9153415;41;0;20,5;22,27536585;1;13,48908937;Municipio;4;1;2;3;13;3;8;0;4;0;3
Municipio - Tramites - TEXTO 0016 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;340;51;39;34;15;35;1;1;39;44,11764706;41,55882353;331,7648824;51;1;26;35,47;8;14,7442837;Municipio;4;0;9;3;12;2;6;4;2;0;7
Municipio - Tramites - TEXTO 0017 CODIGO MUNICIPAL.txt;143;26;20;13;3;11;1;1;20;23,07692308;21,53846154;204,2109231;26;1;13,5;17,475;2;16,17557272;Municipio;3;0;1;1;9;1;6;1;3;0;1
Municipio - Tramites - TEXTO 0017 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;432;78;59;45;17;43;1;1;59;37,77777778;48,38888889;330,4173846;78;1;39,5;43,65615385;9;13,37110011;Municipio;3;1;10;1;20;3;19;1;9;0;11
Municipio - Tramites - TEXTO 0018 CODIGO MUNICIPAL.txt;250;48;34;22;7;21;1;0;34;31,81818182;32,90909091;244,3945;48;0;24;27,10125;3;13,40287724;Municipio;4;0;4;4;12;4;9;0;9;0;2
Municipio - Tramites - TEXTO 0018 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;407;82;57;38;9;41;1;0;57;23,68421053;40,34210526;319,838;82;0;41;42,94768293;7;13,07117691;Municipio;6;1;0;4;23;4;15;2;16;1;10
Municipio - Tramites - TEXTO 0019 CODIGO MUNICIPAL.txt;162;30;25;14;7;16;1;0;25;50;37,5;247,23;30;0;15;19,004;3;12,66538744;Municipio;3;1;3;4;5;4;4;1;4;0;1
Municipio - Tramites - TEXTO 0019 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;444;73;52;37;14;41;1;1;52;37,83783784;44,91891892;325,8104247;73;1;37;43,71712329;9;13,73857621;Municipio;3;1;2;3;18;3;15;2;11;2;13
Municipio - Tramites - TEXTO 0020 CODIGO MUNICIPAL.txt;198;36;28;19;7;15;1;0;28;36,84210526;32,42105263;218,174;36;0;18;22,475;2;14,99921302;Municipio;2;0;3;1;8;2;6;0;7;1;6
Municipio - Tramites - TEXTO 0020 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;443;77;57;42;9;41;1;1;57;21,42857143;39,21428571;322,5657273;77;1;39;44,16779221;14;13,78340841;Municipio;3;1;3;2;19;3;17;2;12;1;14
Municipio - Tramites - TEXTO 0021 CODIGO MUNICIPAL.txt;321;57;40;29;11;28;1;1;40;37,93103448;38,96551724;276,7024737;57;1;29;33,59473684;5;13,52081851;Municipio;7;0;1;2;18;5;10;1;9;0;4
Municipio - Tramites - TEXTO 0021 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;270;43;30;22;8;25;1;1;30;36,36363636;33,18181818;284,0939767;43;1;22;29,6444186;3;12,92399102;Municipio;0;0;5;0;10;1;13;1;8;0;5
Municipio - Tramites - TEXTO 0022 CODIGO MUNICIPAL.txt;204;35;26;18;6;25;1;0;26;33,33333333;29,66666667;315,315;35;0;17,5;23,52257143;2;12,83282623;Municipio;2;0;2;2;9;0;7;2;4;0;4
Municipio - Tramites - TEXTO 0022 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;326;57;45;31;8;28;1;0;45;25,80645161;35,40322581;276,7024737;57;0;28,5;34,00789474;4;13,58367089;Municipio;1;1;6;3;14;2;14;0;6;0;9
Municipio - Tramites - TEXTO 0023 CODIGO MUNICIPAL.txt;154;29;26;14;5;15;1;0;26;35,71428571;30,85714286;240,2816897;29;0;14,5;18,08172414;1;13,44604552;Municipio;2;1;2;2;7;3;6;0;4;0;2
Municipio - Tramites - TEXTO 0023 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;271;49;36;24;7;22;1;1;36;29,16666667;32,58333333;249,8124286;49;1;25;29,11918367;2;13,22027159;Municipio;0;1;0;3;14;5;11;2;10;0;3
Municipio - Tramites - TEXTO 0024 CODIGO MUNICIPAL.txt;138;27;23;14;3;18;1;1;23;21,42857143;22,21428571;286,643;27;1;14;16,14333333;2;12,46048214;Municipio;2;1;1;1;8;1;3;3;4;1;1
Municipio - Tramites - TEXTO 0024 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;367;67;46;34;6;33;1;1;46;17,64705882;31,82352941;293,2268806;67;1;34;37,86955224;5;13,04090029;Municipio;1;1;12;3;14;4;18;2;7;2;3
Municipio - Tramites - TEXTO 0025 CODIGO MUNICIPAL.txt;197;38;33;18;4;18;1;1;33;22,22222222;27,61111111;240,3104211;38;1;19,5;21,98763158;2;13,30708457;Municipio;3;1;1;2;10;3;7;1;6;1;3
Municipio - Tramites - TEXTO 0025 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;546;96;66;45;14;42;1;0;66;31,11111111;48,55555556;321,6265;96;0;48;53,358125;9;13,03155137;Municipio;7;1;7;5;23;2;24;2;11;2;12
Municipio - Tramites - TEXTO 0026 CODIGO MUNICIPAL.txt;162;22;22;13;4;17;1;0;22;30,76923077;26,38461538;313,7889091;22;0;11;24,25272727;4;15;Municipio;1;0;3;2;6;2;3;1;2;0;2
Municipio - Tramites - TEXTO 0026 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;425;70;49;37;10;39;1;1;49;27,02702703;38,01351351;319,49;70;1;35,5;42,16642857;3;13,39505886;Municipio;2;1;7;3;17;5;15;1;10;1;8
Municipio - Tramites - TEXTO 0027 CODIGO MUNICIPAL.txt;162;22;22;13;4;17;1;0;22;30,76923077;26,38461538;313,7889091;22;0;11;24,25272727;4;15;Municipio;1;0;3;2;6;2;3;1;2;0;2
Municipio - Tramites - TEXTO 0027 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;280;49;37;26;8;24;1;1;37;30,76923077;33,88461538;263,3552857;49;1;25;29,98428571;2;14,2173913;Municipio;3;1;1;4;12;3;11;1;4;0;9
Municipio - Tramites - TEXTO 0028 CODIGO MUNICIPAL.txt;173;33;29;17;2;10;1;1;29;11,76470588;20,38235294;175,6424545;33;1;17;19,76181818;2;14,84452928;Municipio;3;1;1;1;9;5;6;1;5;0;1
Municipio - Tramites - TEXTO 0028 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;309;53;40;26;8;28;1;1;40;30,76923077;35,38461538;282,567566;53;1;27;32,53018868;4;13,5532902;Municipio;0;1;7;2;11;4;14;1;9;1;3
Municipio - Tramites - TEXTO 0029 CODIGO MUNICIPAL.txt;223;38;29;20;5;18;1;1;29;25;27;240,3104211;38;1;19,5;25,21026316;2;14,92813093;Municipio;2;2;1;1;10;4;5;2;8;1;2
Municipio - Tramites - TEXTO 0029 REQUISISTOS PARA LA CREACION DE URBANIZACIONES.txt;205;35;28;16;5;17;1;1;28;31,25;29,625;239,475;35;1;18;23,65714286;2;13,70180202;Municipio;1;0;0;1;10;2;9;1;6;2;3
Municipio - Tramites - TEXTO 0030 ACUERDO DE RESPONSABILIDAD Y CONDICIONES DE USO DE MEDIOS ELECTRÓNICOS.txt;265;51;31;24;2;20;1;0;31;8,333333333;19,66666667;234,1766471;51;0;25,5;28,54352941;3;13,04166667;Municipio;2;1;5;1;14;2;12;0;9;2;3
Municipio - Tramites - TEXTO 0030 CODIGO MUNICIPAL.txt;281;52;41;30;8;28;1;1;41;26,66666667;33,83333333;284,3295385;52;1;26,5;30,02211538;3;15,17953162;Municipio;4;0;8;1;11;4;7;3;9;2;3
Municipio - Tramites - TEXTO 0031 ACUERDO DE RESPONSABILIDAD Y CONDICIONES DE USO DE MEDIOS ELECTRÓNICOS.txt;697;122;80;61;16;61;1;0;80;26,2295082;53,1147541;384,198;122;0;61;66,47877049;10;13,37059643;Municipio;6;3;14;9;26;7;22;0;20;1;14
Municipio - Tramites - TEXTO 0031 CODIGO MUNICIPAL.txt;198;37;35;19;5;16;1;1;35;26,31578947;30,65789474;225,0140811;37;1;19;22,27486486;3;14,1008879;Municipio;2;1;1;2;8;3;6;4;5;1;4
Municipio - Tramites - TEXTO 0032 ACUERDO DE RESPONSABILIDAD Y CONDICIONES DE USO DE MEDIOS ELECTRÓNICOS.txt;493;98;50;54;7;44;4;1;12,5;12,96296296;12,73148148;210,3919286;24,5;0,25;12,375;14,51418367;15;13,73182316;Municipio;5;0;15;5;24;6;19;1;15;0;8
Municipio - Tramites - TEXTO 0032 CODIGO MUNICIPAL.txt;136;24;22;13;4;13;1;1;22;30,76923077;26,38461538;240,341;24;1;12,5;17,26;3;13,7556114;Municipio;2;0;1;1;6;0;4;2;4;0;4
Municipio - Tramites - TEXTO 0033 ACUERDO DE RESPONSABILIDAD Y CONDICIONES DE USO DE MEDIOS ELECTRÓNICOS.txt;268;49;34;24;3;23;1;0;34;12,5;23,25;256,5838571;49;0;24,5;28,83081633;3;12,74115385;Municipio;3;0;4;3;15;4;11;0;7;1;1
Municipio - Tramites - TEXTO 0033 CODIGO MUNICIPAL.txt;234;42;32;22;11;22;1;1;32;50;41;263,378;42;1;21,5;25,81142857;5;13,56616945;Municipio;5;0;9;2;4;3;5;1;7;0;5
Municipio - Tramites - TEXTO 0034 ACUERDO DE RESPONSABILIDAD Y CONDICIONES DE USO DE MEDIOS ELECTRÓNICOS.txt;220;40;32;20;3;18;1;0;32;15;23,5;235,67;40;0;20;24,475;3;12,66430636;Municipio;1;1;5;4;8;4;7;1;6;1;2
Municipio - Tramites - TEXTO 0034 CODIGO MUNICIPAL.txt;278;51;37;25;5;26;1;0;37;20;28,5;273,2119412;51;0;25,5;29,74411765;3;13,8709601;Municipio;4;1;5;1;10;3;9;0;9;2;7
Municipio - Tramites - TEXTO 0035 ACUERDO DE RESPONSABILIDAD Y CONDICIONES DE USO DE MEDIOS ELECTRÓNICOS.txt;302;53;38;29;6;26;1;0;38;20,68965517;29,34482759;270,0468113;53;0;26,5;31,90811321;3;12,95193888;Municipio;3;2;6;1;14;3;12;0;7;0;5
Municipio - Tramites - TEXTO 0035 CODIGO MUNICIPAL.txt;212;29;26;17;5;21;1;0;26;29,41176471;27,70588235;308,9299655;29;0;14,5;27,50172414;3;13,72534278;Municipio;2;2;5;0;7;1;4;0;3;1;4
Municipio - Tramites - TEXTO 0036 ACUERDO DE RESPONSABILIDAD Y CONDICIONES DE USO DE MEDIOS ELECTRÓNICOS.txt;259;39;32;24;1;17;1;0;32;4,166666667;18,08333333;229,3817692;39;0;19,5;29,34923077;2;13,16205534;Municipio;2;1;4;0;10;2;8;0;4;0;7
Municipio - Tramites - TEXTO 0036 CODIGO MUNICIPAL.txt;193;32;25;18;4;17;1;0;25;22,22222222;23,61111111;249,75675;32;0;16;22,9771875;2;13,51950934;Municipio;2;0;3;1;10;1;5;0;6;0;4
Municipio - Tramites - TEXTO 0037 CODIGO MUNICIPAL.txt;343;59;48;33;9;37;1;0;48;27,27272727;37,63636364;325,0089661;59;0;29,5;35,45186441;4;16,46581836;Municipio;7;0;11;0;13;4;11;0;8;0;5
Municipio - Tramites - TEXTO 0037 SERVICIOS DE CEMENTERIOS MUNICIPALES.txt;383;62;46;41;15;39;2;0;23;36,58536585;29,79268293;280,5919032;31;0;15,5;23,16564516;4;14,16774194;Municipio;2;0;13;1;17;2;13;1;5;0;8
Municipio - Tramites - TEXTO 0038 CODIGO MUNICIPAL.txt;265;48;39;26;8;25;1;0;39;30,76923077;34,88461538;272,0445;48;0;24;28,573125;3;14,05630386;Municipio;2;0;9;1;8;2;12;0;6;1;7
Municipio - Tramites - TEXTO 0038 SERVICIOS DE CEMENTERIOS MUNICIPALES.txt;518;87;59;54;16;52;1;0;59;29,62962963;44,31481481;360,3002414;87;0;43,5;50,11344828;8;14,49603659;Municipio;2;0;18;3;21;3;20;1;8;0;11
Municipio - Tramites - TEXTO 0039 CODIGO MUNICIPAL.txt;254;44;34;25;5;21;1;0;34;20;27;251,1550909;44;0;22;27,75954545;7;13,2454047;Municipio;1;0;10;0;9;0;13;1;4;1;5
Municipio - Tramites - TEXTO 0039 TRAMITE EDUCATIVOS(APRENDAMOS).txt;420;75;54;44;6;36;4;1;13,5;13,63636364;13,56818182;211,43275;18,75;0,25;9,5;14,321;12;15,2618663;Municipio;3;0;17;0;19;2;19;2;7;0;5
Municipio - Tramites - TEXTO 0040 CODIGO MUNICIPAL.txt;274;43;33;27;4;25;1;1;33;14,81481481;23,90740741;284,0939767;43;1;22;30,08255814;6;14,51522489;Municipio;2;0;6;0;11;1;9;1;5;0;8
Municipio - Tramites - TEXTO 0040 TRAMITE EDUCATIVOS(APRENDAMOS).txt;370;70;52;38;9;30;5;2;10,4;23,68421053;17,04210526;186,726;14;0,4;7,2;10,46571429;8;13,60134615;Municipio;4;0;7;1;18;5;15;3;10;1;5
Municipio - Tramites - TEXTO 0041 CODIGO MUNICIPAL.txt;251;42;36;22;5;26;1;0;36;22,72727273;29,36363636;294,978;42;0;21;27,71785714;3;14,20327253;Municipio;3;0;2;1;14;2;8;0;6;0;6
Municipio - Tramites - TEXTO 0041 TRAMITE EDUCATIVOS(APRENDAMOS).txt;229;44;40;28;10;22;2;2;20;35,71428571;27,85714286;223,298;22;1;11,5;14,08340909;5;13,58567892;Municipio;2;1;13;0;6;4;8;2;4;1;3
Municipio - Tramites - TEXTO 0042 CODIGO MUNICIPAL.txt;268;44;34;22;5;27;1;0;34;22,72727273;28,36363636;296,4005455;44;0;22;29,25818182;7;13,26836582;Municipio;4;0;1;0;13;0;9;2;7;2;6
Municipio - Tramites - TEXTO 0042 TRAMITE DE SERVICIOS DE MERCADOS.txt;281;48;36;32;10;28;1;0;36;31,25;33,625;292,782;48;0;24;30,143125;9;14,08090741;Municipio;4;0;10;0;15;1;9;0;3;0;6
Municipio - Tramites - TEXTO 0043 CODIGO MUNICIPAL.txt;183;32;26;19;6;16;1;0;26;31,57894737;28,78947368;239,388;32;0;16;21,5053125;1;12,94053403;Municipio;2;0;11;0;3;2;7;0;4;0;3
Municipio - Tramites - TEXTO 0043 TRAMITE DE SERVICIOS DE MERCADOS.txt;238;44;33;24;7;21;2;0;16,5;29,16666667;22,83333333;215,7570909;22;0;11;15,04681818;5;13,89083688;Municipio;2;0;13;0;8;2;13;0;3;0;1
Municipio - Tramites - TEXTO 0044 CODIGO MUNICIPAL.txt;265;48;36;26;7;24;1;0;36;26,92307692;31,46153846;265,132;48;0;24;28,573125;5;14,31576846;Municipio;4;0;14;1;5;1;10;2;7;0;4
Municipio - Tramites - TEXTO 0044 TRAMITE DE SERVICIOS DE MERCADOS.txt;223;44;29;20;8;19;1;0;29;40;34,5;236,0732727;44;0;22;24,44113636;3;13,68369892;Municipio;2;0;9;3;8;2;12;0;7;0;1
Municipio - Tramites - TEXTO 0045 CODIGO MUNICIPAL.txt;292;47;37;25;8;26;1;0;37;32;34,5;281,1719362;47;0;23,5;31,33212766;4;13,9727462;Municipio;4;0;3;1;12;3;9;1;7;1;6
Municipio - Tramites - TEXTO 0045 TRAMITE DE SERVICIOS DE MERCADOS.txt;255;46;37;27;6;23;2;1;18,5;22,22222222;20,36111111;224,907;23;0,5;11,75;16,17978261;5;13,92098404;Municipio;3;1;10;0;9;4;11;1;3;0;3
Municipio - Tramites - TEXTO 0046 CODIGO MUNICIPAL.txt;252;39;36;24;7;25;1;0;36;29,16666667;32,58333333;297,4433077;39;0;19,5;28,50384615;4;15,68925167;Municipio;1;0;14;2;5;2;6;0;5;1;3
Municipio - Tramites - TEXTO 0046 TRAMITE DE SERVICIOS DE ASEOS.txt;371;63;45;40;9;34;2;0;22,5;22,5;22,5;251,7501667;31,5;0;15,75;22,05666667;7;13,76943488;Municipio;4;0;12;0;16;4;12;0;7;0;8
Municipio - Tramites - TEXTO 0047 CODIGO MUNICIPAL.txt;219;38;29;22;5;17;2;0;14,5;22,72727273;18,61363636;201,0078421;19;0;9,5;15,21447368;3;13,7579645;Municipio;0;0;10;1;7;2;9;0;6;0;3
